headline,sentiment
"The Biggest Boom Ever",1
"Trading Pace Increases",0
"Christmas Sales Seen Clouded By Uncertainty: Christmas Sales Picture Clouded by Uncertainty",-1
"30-Year Loan Hits 2-Year High of 8.77%",-1
"Reports Give Mixed Signs About Condition of Economy",0
"Unemployment Rate Edged Up in Nov.",-1
"A Tougher Tone at the Top; Bernanke Answers Critics with Assertiveness",0
"'Recession-Proof' Area Sustains a Double Blow: Defense Buildup Should...",-1
"Unemployment rate fell slightly in Dec.",1
"Democrats, GOP Risk Exposing Internal Discord in Hunt for Economic Agendas",0
"Retail Sales Continued Growth in December",1
"THE WASHINGTON POST Wednesday, March 10, 1989",0
"Small Stocks Outpace the Dow, Hit Record High",1
"Comptroller: Market Fears Over Banks Are Misplaced",1
"Virginia Economy Outperforms U.S.",1
"Slower Price Rises Seen",1
"The Case for A Recession",-1
"A Tax Escape for the Few: A Tax Escape for the Few",0
"Worries Over Dollar Help Push Dow Down 12.80",-1
"Stocks Record Further Price Gains; Bulk of Summer Losses Recovered",1
"Coppers Resist Trend",0
"Supply-Sider Roberts Hits Congress",0
"Sell-Off Sinks Markets At Close",-1
"Dow, and Tech Stocks, Take a Dip",-1
"Steels, Rails Spark Renewed Stocks Rally: Second Best Gain of Year",1
"President Ties Social Security's Future to Stocks; Market Experts Mostly Bullish On Proposal's Impact on Wall St.",1
"Year's Surprising Rise Runs To 6th Week: Profit Taking Causes Entry of New Leaders",1
"Post Co.'s Earnings Off 59% in Year: One-Time Gain Lifts 4th-Quarter Results",-1
"CBO Skeptical About Bush Budget Target: Report Sees Inability To End Deficit in '93",-1
"Profit Taking Follows Tonkin Bay Incident",-1
"Bid Rally Pushes Stocks to All-Time Peak: Dow Industrials at 650",1
"THE PACIFIC",0
"Stocks Fall As Bond Yields Rise; Dow Closes Off 120 After Late Rebound",-1
"Retail Sales Increase 1.4% in April",1
"U.S. Experts Watching As Britain Issues Securities Indexed to Inflation Rate",0
"Sales of New Homes in August Took Biggest Fall in 5 Months",-1
"Stocks Rebound From Monday Nosedive: But Volume Tapers Off",1
"Stocks End Five-Day Advance; Higher Interest Rates Feared",-1
"Stocks Churn Unevenly in Lively Trade: But Gains Exceed Losses",0
"The Politics of Money",0
"Foxfire Tries to Scale Mountain of Misfortune; Guardian of Appalachian History Fights to Overcome Founder's Sex Abuse Conviction",0
"Rising Cost of Four Basic Necessities Continues to Outpace Overall Inflation",-1
"High Dollar Value Called 'Critical Trade Problem'",-1
"O'Malley Suggests Layoffs, Slashing Vacant Positions; Proposal Excludes Raises for State Workers",-1
"Stock Market Decline Is Worst of the Year: Stocks Hit Worst Skid Of the Year",-1
"Consumer Income Up More Than Spending",1
"Economy Continues Sluggish Expansion; Manufacturing Index Fell to Low in August",-1
"Jobless Rate Falls For a 2nd Month",1
"The Washington Post Thursday, November 12, 1987",0
"Is the Hot Economy Overheating?",-1
"Economy Gained Modestly In April, Fed Report Says",1
"Rails, Some Steels Lead Stock Recovery: But Sales Volume Dips",0
"Orders for Durable Goods Rise at Fastest Pace in 42 Months",1
"Economy Seems Stuck in First Gear; Unemployment Rate Declines, but Administration Revises 1993 Growth Projection",-1
"The Elder Share",0
"Dow Up 22 on Fed Rate Decision",1
"Dow Slips 3 as Investors Await Jobless Numbers",-1
"Economic Blows Leave St. Louis Feeling Sluggish",-1
"Hoover's Sunshine Campaign In '30 Didn't Stop Depression",-1
"Economic View .. Will Easier Credit Halt the Present Downturn?",0
"Jobless Help Boost Argued at Hearing: Increased Maximum Trade Board Objects",0
"Market Posts a Strong Gain",1
"Stocks Cascade to Lowest Closing Level Since 1962: No Climax Seen",-1
"Fairfax Losing Its Budget Balance - Again;After Struggle to Close This Year's Gap, County Sees Possible $97 Million Shortfall Next Year",-1
"Prime Boost Drives Stock Prices Lower",-1
"Fed Pushes A Key Rate Downward; Central Bank Seeks To Lower Borrowing Costs, Aid Economy",1
"Stocks Rise on Tech News, Signs of Economic Gains; Nasdaq Up 3.4% on HP Profit Report",1
"Analysts Uncertain About Direction Of Stock Market: FALL ECONOMIC...",-1
"Suburban Employers Seek Urban Workers; Job Fair Matches Supply, Demand",1
"Retail Sales Up Sharply For Month: New Figures Contradict Earlier Estimates",1
"Market Inches Up as Trading Increases: Motors Active, Higher",1
"Virginia's 8th District Knows Its Politics; Issues in Race Must Hit...",0
"U.S. Economic Growth Surges; Output Rises at Highest Rate Since 1984, but Jobs Still Decline",0
"Income Outpaces Inflation: Income Outpaces Inflation",1
"Gloomy Sales, Price Data Offset as Confidence Gains: SHOWING MORE...",0
"Miller Criticizes Recession Talk By Economists: Small Rise in Jobless Rate Seen by Chairman",1
"Rise Marks Final Day",1
"Now's Not the Time To Unload Stocks",1
"How to Rip Up the Region",-1
"Unemployment Down a Notch in January to 6.3%",1
"Jobless Rate Hits 24-Year Low: Little Sign of Inflation Seen in Latest in Series of Rosy Economic...",1
"Market Advances 5.12 More",1
"02 Saturday. March 30, 1985",0
"Industry Output Reaches Peak With 2.7-Per-Cent January Gain: Mining Output Down",1
"Fortune 500 Companies' Profits Grew 23 Pet. in 1996",1
"Plummeting Stocks Ignore Nixon Forecast",-1
"Dollar, Confounding Experts, Central Banks, Continues Rise; Governments' Efforts to Quiet Rally Fail",1
"Late Profit-Taking Trims Market Gains: Volume Increases",-1
"Capital and Marks-ism",0
"The Long Boom: Not a Cure",-1
"Baltimore loses share of federal spending",-1
"DIGEST DIGEST",0
"Fed Reports Disparity in Area Lending: Blacks, Hispanics Rejected More Often Than Whites",-1
"Fed Takes Action to Cut Short-Term Interest Rate: Move Is Tactic to...",1
"Pay No Attention To Bulls or Bears",0
"On Unsettling News Stocks Turn Lower",-1
"Stock Losses Biggest in 15 Months; Rails Lead Decline; Utilities Steady",-1
"Tax Increases We Can Live With",0
"Index Points to Gains For the Area Economy",1
"Stock Slide: Correction,' Or a Trend?; Some Analysts Foresee Long, Sustained Fall",-1
"DIGEST",0 
"Traders Sell Up and Push Market Down",-1 
"Poor Earnings Didn't Derail Market Bounce; Analysts of Three Minds On Indications for 2002",0 
"Stocks Close Lower as Market Finishes a Mixed 3rd Quarter",-1 
"No Recession Exists Now, Says Martin: Reserve Head Cites Some...",1 
"Brighter Outlook Leads Fed to Leave Interest Rates Unchanged: Banking...",1 
"Rate Spread May Herald a Bond Rally",1 
"Long-Run Dangers of Inflation Have Now Become Short-Run",-1 
"China, Bernanke send S&P to 3-month high",1 
"No Late Fees, But Watch Out For Late Rates; New Credit Card Offers Remove Common Penalty",-1 
"THURSDAY, JULY Cl",0 
"Store Sales Advance Store Sales Advance",1 
"McCracken Sees Well-Timed Shift in Fed Money Policy",1 
"Home Sales Rise by 8 Percent; Increase Is Largest In Nearly 5 Years",1 
"U.S. Stability Held Based On Controls",1 
"Workers Should Back Lower Taxes",1 
"Depressed Area Funds Approved: 65-30 Senate Vote Returns Measure To Hostile House",1 
"Stocks Stage A Dizzying Rebound; Dow Average Soars 111 Points, Erasing Much of Friday's Loss",1 
"Joint Group in Congress To Study U.S. Economy By Joe Hall",0 
"Md., Va. Unemployment Falls, But Some Areas Still Hurting: Jobless...",0 
"Beware The Year of The Surplus",0 
"Fed Proposes New Rules on Equity Loans",0 
"Labor Costs Show Moderate 3.4 Pct. Rise",0 
"Jobless Rate Declines to 7 Percent: July Statistics Show Unemployment...",1 
"Stocks Register Broad Advance: Two-to-One Winners",1 
"Growth Put At 3.5% in 3rd Quarter: Inflation Rate Cut, Output Gain...",1 
"Tech Riches Fade After Wild Decade; Regional Economy Returns to Reality",-1 
"Dow Up 99, 2 Indexes Hit Highs",1 
"Why Long Rates Are Falling",0 
"Post-War Reality Re-Visited",0 
"Carter Predicts Continuation Of 'Serious' Inflation in U.S.",-1 
"Rails Buoyant, General Trend Highly Mixed",0 
"Gannett Predicts Modest Increase: Gannett Newspapers Predict Ad Growth",1 
"When Deficit, Job Goals Conflict",-1 
"Early Gains Wiped Out In Slow Market Session",-1 
"GNP Grows At 2.6% Rate In 2nd Quarter",1 
"Mortgage Rates Climb to 8.15%; Real Estate Notes",-1 
"Morgan Stanley, Warburg Announce Merger Talks; Pact Would Create 2nd-Biggest Investment Bank",1 
"Stock Prices Drift Irregularly Lower: Steels, Motors Are Weak",-1 
"Computer Stocks Push Nasdaq Up 21 to Record: Broader Market Mixed; Dow Rises 1 Point",1 
"New Jobs Signal Stronger Recovery; Area Payrolls Up Sharply This Year",1 
"Bush Aide: Economy in Lull at Best';Boskin Close to Saying U.S. Starting Recession",-1
"The Big Reshuffling: Health Care Reform's Winners and Losers; Billions to Change Hands, to Little Net Effect",0
"Cutting the Deficit May Not Be Solution to Economy's Problems",0
"Merger Hopes Pull Rails to New Peaks",1
"Fed Rejected More Curbs, Minutes Show",1
"Rate Cuts Aid Financing of Public Debt",1
"Meanwhile, Back Home...",0
"Bargain Hunting on Bleak Friday; Holiday Shopping in a Downturn: Deals or Nothing at All",-1
"August CPI Shows Sudden Inflation Surge: August CPI Shows Inflation Surge",-1
"Riggs Sets Record 12% Jump In Earnings Made Last Year: Riggs Bank Reports Record Year Earnings",1
"Newsmakers: Leventhal's Gittelson Sees Opportunity in Health Industry...",0
"# åÈ r åÈ- · r",0
"Bush Picks Adviser as Greenspan's Successor; Bernanke Pledges to Maintain Continuity at Federal Reserve",1
"Dow Rises 17 but Nasdaq Index Falls in Tech Sell-Off",0
"Stocks Reach Peak as Turnover Drops: Blue Chips Gain Sharply",1
"Regan: Rates to Fall Through End of '82 If Spending Is Cut: Regan Sees Interest Rates Dropping",1
"Greenspan Unafraid Of Energy Price Caps; Calif. Problems Ease, Fed Chief Says",1
"World: British Inflation Lowest of Thatcher's Regime",1
"REA Files Petition For Reorganization",-1
"The Senate Proposals",0
"Financial Shares Put Brakes on the Market",-1
"D10 Friday, December 19, 1986",0
"Another View On the Deficits",0
"Peter Milius",0
"Investors Turn to Real Estate",1
"Third-Quarter Economic Growth Figure Revised Upward to 3.9 Pct.",1
"STAYING AHEAD: More Stockbrokers Now Offer Federally Insured Bank and S&L CDs",1
"Stocks Slump With Code Orange News",-1
"Producer Prices Up 1.2% In July; Housing Data Add to Concerns",-1
"Anemic Earnings Reports Cost Dow Almost 43 Points",-1
"Jobless Rate Steady at 5.2: Clinton Camp Revels in Data",1
"Booming County Spurs Small Business",1
"An Uneasy System; Stocks Are on the Rise Even as the Economy Loses Steam",0
"Dow Falls On Weak Earnings Reports; Loss of 213 Points Erases '06 Gains",-1
"Concerns Rising With Dollar's Continued Fall; Analysts Fear Rates Will Climb, Recovery Will Stall",-1
"Tax Cut Not Inflationary, 73 Study Said: 73 OMB Study Said Tax Cut Would Not Fuel Inflation",1
"DIGEST",0
"Economy Has `Staying Power,' Says Greenspan",1
"Outsourcing America",-1
"Deficit-Cutting Wilts In Heat From Voters; Entitlements Remain Mostly Off-Limits Series: GOVERNMENT GRIDLOCK Series Number: 2/5",-1
"The Washington Post a",0
"If You're Young, Rock the Recession",0
"How Important Is Budget Surplus?: The writer is Business and Financial Editor of The Washington",0
"The WASHINGTON POST, SATURDAY, AUGUST 28, 1982",0
"Asia Market Turmoil, Profit-Taking Send U.S. Stocks Spinning",-1
"Making Hay Out of Straw Men",0
"The Washington Post",0
"China's Increase in Sales to U.S. Finally Outstrips Rise in Imports",-1
"WASHINGTON INVESTING: Stocks Show Investors Are Betting on a Recovery",1
"Recession and Inflation Pessimism Persists: The Harris Survey",-1
"Economists Fear That New Dose of Interest Rate Tonic Will Be Overkill",-1
"Hughes Cuts $52 Million From Budget: Md. Legislators to Oppose Budget Cuts for Next Year",-1
"50% Increase Expected In Deficit With Japan: U.S. Expecting 50% Increase In Trade Deficit With Japan",-1
"It Was a Bum Quarter for Many Area Stocks",-1
"Will Clinton Plans Help Or Hurt?: Markets, Analysts Unsure of Impact",0
"In Senate and on trail, Democrats target jobs moving abroad; Tax bill aims to discourage companies from moving overseas",-1
"Recession Deeper In First Quarter;Variety of Economic Indicators Down",-1
"Bush's Real Challenge: Rebuilding The Economy",-1
"Retail and Auto Sales Post Surprising Gains; Analysts See Consumer Confidence Growing",1
"Further Discount-Rate Cut Predicted: Cut in Discount Rate Predicted",1
"Marcus Griffith Sr. Dies; Owned Hair Products Firm",0
"Search for Safety Comes to Congress",0
"Mortgage Loan Field Seen Entering New Era",0
"Trade Gap Hits Yet Another Record; Despite a Weaker Dollar, Feb. Imports Exceed Exports by $61 Billion",-1
"Federal Reserve Buys U.S. Bonds in Turnabout: Federal Reserve Purchases Government Bonds",1
"China Assails U.S. For Launching Dumping Inquiry; Agency to Check Bedroom-Set Imports",0
"President Rules Out Excise Tax Rise: Congress Would Squander Money, Not Trim Deficit, Reagan Says",0
"Market Climbs By 10.68: Good News Ends Slump Of 6 Days",1
"Fear of Deflation Is Overrated",1
"Wall Street Rally Ends Another Week",1
"Market Registers Week's Fourth Gain As Corporate News",1
"Electronics Spark Strong Stock Rebound: Trading Volume Expands",1
"Financial Controls Faulted in Schools, Medicaid, Tax Office",-1
"Housing Strong For Last Month: Housing at 2 Million Annually",1
"Reports Reverse Upward Momentum",-1
"Some Say Rate Cuts Are Just A Scratch; Analysts: Banks Not Following Fed Lead",-1
"456,000 Jobs Added In March: Strong Employment Figures Help Send Interest Rates Higher",1
"Funds That Show Power of Just One",0
"Expects Decline to Begin by Next Year: Baldrige Says Trade Deficit Should Decline by Next Year",1
"The Washington Post (1974-Current file); Feb 3, 1988",0
"Market Shows Gains: Exchanges Report Short Interest Off",1
"Stocks Again Skid; Trade Quiet",-1
"Can China Lead a Recovery?; As American consumers struggle, some look east for a spending spark.",0
"Market Up As Volume Sets Mark",1
"Book Report",0
"Housing Starts Grow, Raising Inflation Fears: Economists See Another Interest Rate Increase",-1
"Profits Often Evasive In Stock Mart Rallies",-1
"Salomon Sounds a Wary Note on the Economy",-1
"The Great Terror; A massive new history of Hitler's tyranny.",0
"Sawyer Sees Strong Economy For 2 Years, Truce or Not",1
